job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Machine Learning Engineer,9,Bachelor,15,Finance,Small,UK,Hybrid,4,168918
AI Engineer,8,Bachelor,1,Telecom,Enterprise,UK,Yes,4,210860
Product Manager,7,Master,8,Retail,Small,Germany,Yes,2,154307
Machine Learning Engineer,16,High School,6,Finance,Startup,Germany,No,0,142394
Business Analyst,12,PhD,15,Government,Small,Germany,No,3,142207
Software Engineer,5,High School,19,Manufacturing,Small,Australia,No,1,105202
Machine Learning Engineer,13,Master,2,Retail,Large,Australia,Hybrid,0,172374
Cloud Engineer,16,Bachelor,14,Technology,Small,Canada,Hybrid,3,179105
Software Engineer,19,Diploma,19,Manufacturing,Medium,Australia,Yes,1,151174
DevOps Engineer,3,High School,1,Consulting,Medium,USA,Hybrid,5,137072
DevOps Engineer,3,High School,6,Media,Small,India,Yes,0,54985
Frontend Developer,3,High School,6,Education,Enterprise,UK,Yes,4,130974
Product Manager,19,Diploma,19,Media,Medium,UK,Hybrid,3,200788
DevOps Engineer,6,Master,5,Technology,Small,Sweden,Yes,2,128593
Machine Learning Engineer,13,Bachelor,3,Manufacturing,Large,Remote,Yes,5,167477
Business Analyst,16,High School,9,Technology,Medium,India,No,1,79333
Machine Learning Engineer,15,High School,3,Finance,Medium,Netherlands,Yes,3,154047
Cybersecurity Analyst,1,High School,9,Healthcare,Small,Germany,Hybrid,4,102617
Cloud Engineer,15,Diploma,18,Education,Startup,Singapore,No,1,138167
Cybersecurity Analyst,3,PhD,17,Telecom,Enterprise,USA,No,5,232876
Cloud Engineer,3,PhD,13,Manufacturing,Large,UK,Yes,1,181303
Data Analyst,13,Master,4,Government,Large,Netherlands,No,5,132723
Frontend Developer,15,Bachelor,4,Consulting,Startup,USA,Yes,1,153076
Software Engineer,8,Diploma,2,Technology,Small,Singapore,Hybrid,0,110115
Cloud Engineer,3,Master,6,Healthcare,Small,Germany,No,1,129160
Software Engineer,13,Master,11,Manufacturing,Large,USA,No,2,204767
Business Analyst,15,Diploma,12,Government,Medium,USA,No,2,153772
Backend Developer,2,Master,19,Education,Startup,India,No,4,83005
Product Manager,9,Bachelor,18,Retail,Small,Remote,No,5,148042
Business Analyst,14,PhD,19,Education,Medium,Netherlands,Yes,1,143738
Data Analyst,20,Bachelor,2,Manufacturing,Small,Netherlands,Yes,3,125480
Machine Learning Engineer,3,Master,17,Media,Startup,India,Yes,3,90960
AI Engineer,12,Bachelor,13,Finance,Large,Remote,No,4,179123
Frontend Developer,14,Bachelor,10,Media,Enterprise,Sweden,No,3,156719
Product Manager,18,Master,18,Telecom,Startup,Canada,Hybrid,2,193494
AI Engineer,20,Diploma,5,Retail,Medium,India,Hybrid,0,115591
DevOps Engineer,14,High School,18,Retail,Large,Remote,Hybrid,3,160400
Machine Learning Engineer,8,PhD,12,Technology,Enterprise,Remote,Yes,4,203589
Software Engineer,15,Master,1,Government,Medium,USA,No,3,185006
Cloud Engineer,0,PhD,8,Manufacturing,Large,Sweden,No,5,148394
Frontend Developer,17,PhD,4,Consulting,Small,Canada,Yes,0,175707
Cybersecurity Analyst,4,Bachelor,4,Consulting,Medium,Sweden,Yes,5,120698
Business Analyst,6,Master,19,Education,Medium,UK,Yes,0,133138
Backend Developer,13,Master,9,Retail,Large,Canada,No,0,187279
Data Analyst,10,PhD,18,Healthcare,Startup,Germany,Hybrid,1,139429
DevOps Engineer,12,Diploma,6,Retail,Startup,Netherlands,Yes,0,112414
Data Scientist,17,PhD,17,Manufacturing,Enterprise,Sweden,Hybrid,1,204587
Cloud Engineer,2,PhD,5,Consulting,Large,UK,No,3,163629
Data Scientist,20,PhD,10,Healthcare,Medium,Australia,No,3,173905
Cloud Engineer,17,Diploma,5,Technology,Large,Singapore,Yes,4,180346
Cloud Engineer,15,PhD,4,Government,Enterprise,UK,Hybrid,5,233421
Data Analyst,7,Bachelor,12,Government,Startup,UK,Yes,5,125682
Backend Developer,13,High School,17,Finance,Medium,Germany,No,3,137763
DevOps Engineer,13,PhD,14,Telecom,Enterprise,Germany,Hybrid,5,217634
DevOps Engineer,15,Diploma,10,Telecom,Large,USA,Yes,3,208676
Frontend Developer,2,Bachelor,3,Government,Large,Sweden,Hybrid,1,103544
Software Engineer,3,Bachelor,13,Retail,Small,UK,Yes,1,122679
Frontend Developer,14,Diploma,11,Telecom,Medium,Netherlands,Hybrid,3,125471
Data Analyst,9,Bachelor,6,Technology,Startup,Netherlands,Hybrid,1,89144
Business Analyst,3,Bachelor,3,Media,Startup,Remote,No,2,84057
Cloud Engineer,16,Diploma,13,Consulting,Small,Australia,Yes,0,144346
Product Manager,19,PhD,7,Retail,Startup,Australia,Hybrid,5,172161
Machine Learning Engineer,1,Diploma,12,Technology,Startup,India,Yes,2,85976
Backend Developer,6,Bachelor,17,Technology,Medium,Netherlands,Hybrid,5,136813
Business Analyst,14,High School,15,Media,Large,Netherlands,Yes,0,127403
Business Analyst,13,Diploma,8,Education,Small,UK,Hybrid,2,114671
Backend Developer,14,Diploma,4,Consulting,Startup,Canada,Hybrid,1,138905
Machine Learning Engineer,1,Diploma,14,Technology,Startup,USA,Hybrid,3,137992
Machine Learning Engineer,20,Bachelor,7,Education,Large,Netherlands,Yes,2,194152
Cybersecurity Analyst,13,Master,7,Telecom,Startup,Singapore,Hybrid,2,129803
Cloud Engineer,1,Master,16,Government,Large,India,Hybrid,0,98193
Cloud Engineer,4,Master,7,Consulting,Small,Canada,No,1,146954
Data Analyst,12,Diploma,17,Media,Small,Canada,Hybrid,3,129915
Business Analyst,3,Bachelor,1,Government,Small,Sweden,Yes,0,81812
AI Engineer,15,High School,7,Education,Medium,USA,No,2,195702
Software Engineer,7,Bachelor,13,Retail,Large,UK,Hybrid,4,164477
Machine Learning Engineer,9,Bachelor,6,Technology,Small,India,Yes,0,94485
Frontend Developer,11,Bachelor,10,Consulting,Enterprise,Germany,Yes,5,166688
DevOps Engineer,16,PhD,3,Manufacturing,Medium,Germany,No,1,175541
Cybersecurity Analyst,11,PhD,2,Media,Medium,Remote,Yes,4,159513
AI Engineer,14,High School,16,Media,Small,Germany,Yes,4,173479
Product Manager,17,Diploma,19,Finance,Medium,India,No,3,115206
Data Scientist,11,Master,5,Telecom,Medium,UK,Hybrid,1,150385
Data Scientist,2,Diploma,13,Education,Enterprise,Singapore,Yes,5,145519
Frontend Developer,5,Bachelor,17,Telecom,Startup,Singapore,No,5,114738
DevOps Engineer,3,PhD,9,Technology,Medium,Canada,No,2,159756
Frontend Developer,2,Master,6,Technology,Medium,Sweden,Hybrid,4,108888
Cloud Engineer,3,Bachelor,6,Finance,Small,Germany,Yes,3,128104
Frontend Developer,15,Bachelor,12,Education,Enterprise,Sweden,Hybrid,0,153598
Cybersecurity Analyst,3,Master,14,Government,Large,Canada,Hybrid,2,161016
Frontend Developer,19,High School,9,Consulting,Small,Remote,Yes,4,131409
Software Engineer,19,High School,17,Retail,Large,USA,No,0,198630
Machine Learning Engineer,19,Bachelor,7,Government,Startup,Sweden,No,1,144693
Data Scientist,11,Master,16,Education,Medium,USA,Hybrid,2,193192
Data Scientist,6,Master,6,Healthcare,Large,UK,No,4,160276
AI Engineer,16,Diploma,19,Manufacturing,Large,Australia,Hybrid,5,194934
Machine Learning Engineer,5,PhD,18,Education,Enterprise,UK,No,1,220837
Backend Developer,9,Bachelor,9,Government,Enterprise,Netherlands,Yes,4,154478
Backend Developer,2,PhD,1,Healthcare,Large,USA,Hybrid,1,163696
Data Analyst,11,High School,1,Finance,Enterprise,Australia,No,3,109519
Machine Learning Engineer,4,Bachelor,18,Healthcare,Enterprise,Canada,Hybrid,5,202463
Data Scientist,19,Master,12,Retail,Medium,India,Hybrid,1,118636
Backend Developer,13,Master,17,Education,Enterprise,Sweden,Yes,2,182757
Data Scientist,0,Master,3,Technology,Small,Canada,Yes,2,133708
AI Engineer,15,Diploma,12,Retail,Large,Germany,Yes,4,208587
Frontend Developer,13,Bachelor,1,Government,Large,Remote,Yes,5,134641
Product Manager,9,Master,16,Manufacturing,Large,Netherlands,Yes,4,174021
Product Manager,2,Diploma,9,Retail,Medium,UK,No,5,145694
Data Scientist,7,Bachelor,11,Government,Large,UK,Hybrid,5,167049
DevOps Engineer,6,PhD,12,Government,Startup,Sweden,No,3,130208
Machine Learning Engineer,20,PhD,8,Technology,Enterprise,India,No,2,159623
Cloud Engineer,11,High School,1,Healthcare,Startup,Australia,Hybrid,0,108544
DevOps Engineer,10,Diploma,8,Telecom,Medium,UK,Yes,5,154951
DevOps Engineer,14,Bachelor,11,Healthcare,Enterprise,India,No,0,127056
Data Analyst,6,PhD,19,Media,Enterprise,Singapore,Yes,1,146339
Cybersecurity Analyst,14,High School,13,Retail,Startup,Canada,No,4,146346
Software Engineer,16,High School,7,Manufacturing,Large,India,Yes,4,100503
Cybersecurity Analyst,10,PhD,2,Education,Medium,Canada,No,1,171524
Machine Learning Engineer,10,High School,18,Technology,Enterprise,Singapore,No,1,162873
Software Engineer,17,High School,12,Retail,Small,Remote,No,0,121343
Product Manager,12,Diploma,7,Manufacturing,Enterprise,Germany,Hybrid,5,189656
Machine Learning Engineer,16,Bachelor,18,Media,Startup,Australia,Yes,0,147142
Software Engineer,20,Master,2,Manufacturing,Large,Australia,No,2,182283
AI Engineer,11,Master,13,Retail,Large,USA,Yes,1,237457
Business Analyst,1,Diploma,7,Retail,Small,Netherlands,Yes,0,79352
Frontend Developer,2,High School,13,Retail,Small,UK,Hybrid,5,106034
Software Engineer,6,Bachelor,12,Consulting,Large,Remote,Yes,0,132917
Data Scientist,5,Diploma,2,Finance,Enterprise,India,Yes,4,93776
Backend Developer,2,High School,12,Retail,Small,Australia,No,3,87719
Frontend Developer,0,High School,4,Healthcare,Enterprise,India,Hybrid,1,61469
Cybersecurity Analyst,2,High School,18,Healthcare,Small,USA,Hybrid,2,135997
Business Analyst,9,High School,11,Consulting,Small,Netherlands,No,3,95241
Machine Learning Engineer,15,Master,6,Education,Small,Remote,Hybrid,0,152790
Software Engineer,7,Master,18,Healthcare,Large,Netherlands,Yes,3,155237
Cybersecurity Analyst,16,High School,19,Telecom,Startup,Canada,Yes,2,167729
DevOps Engineer,2,Master,8,Government,Enterprise,Remote,No,3,148553
DevOps Engineer,5,High School,2,Finance,Medium,USA,Yes,4,150003
Backend Developer,12,High School,15,Consulting,Enterprise,UK,No,5,178873
Data Scientist,1,Bachelor,12,Technology,Medium,India,Hybrid,2,71244
Cloud Engineer,4,Diploma,14,Government,Medium,USA,No,3,157343
Machine Learning Engineer,17,Diploma,13,Government,Enterprise,Remote,Yes,2,202272
Business Analyst,7,PhD,12,Telecom,Small,Remote,Hybrid,0,116284
Data Analyst,12,Diploma,7,Finance,Startup,UK,Hybrid,2,112105
Data Analyst,7,Master,2,Consulting,Large,Australia,No,5,115689
Machine Learning Engineer,2,Diploma,8,Media,Enterprise,India,No,3,101982
Backend Developer,13,Diploma,15,Telecom,Startup,Sweden,Yes,5,130546
Cybersecurity Analyst,1,PhD,11,Government,Medium,Canada,Hybrid,2,155347
Machine Learning Engineer,14,Master,14,Healthcare,Small,Netherlands,Yes,3,174628
Data Analyst,4,High School,17,Media,Small,Sweden,Hybrid,1,85740
DevOps Engineer,11,Bachelor,19,Government,Startup,Australia,Yes,3,134648
AI Engineer,11,Diploma,12,Finance,Startup,Canada,No,4,163359
Product Manager,7,PhD,3,Consulting,Medium,India,No,5,104136
Data Scientist,20,PhD,6,Government,Startup,Canada,Hybrid,4,187696
AI Engineer,18,PhD,10,Telecom,Medium,Australia,Hybrid,3,186910
Machine Learning Engineer,18,Bachelor,2,Government,Medium,Australia,No,2,162657
Cloud Engineer,9,Diploma,13,Manufacturing,Medium,Remote,Yes,3,129532
Machine Learning Engineer,7,Diploma,10,Technology,Enterprise,USA,Hybrid,3,219775
Business Analyst,5,Bachelor,19,Government,Small,USA,Hybrid,2,138280
Backend Developer,12,PhD,14,Telecom,Enterprise,Australia,Hybrid,1,180532
Frontend Developer,5,PhD,5,Healthcare,Startup,USA,No,2,155391
Machine Learning Engineer,16,High School,10,Manufacturing,Small,Sweden,No,3,146100
Cybersecurity Analyst,10,Master,18,Consulting,Enterprise,Sweden,No,2,184308
Cloud Engineer,8,Bachelor,6,Technology,Startup,Canada,No,5,139402
Software Engineer,14,Bachelor,12,Technology,Large,USA,Hybrid,3,206857
DevOps Engineer,20,Bachelor,1,Telecom,Medium,UK,No,5,177791
Data Analyst,16,High School,12,Government,Startup,Australia,No,4,106244
Data Analyst,9,Master,16,Manufacturing,Startup,Remote,No,5,117595
Data Analyst,18,PhD,10,Government,Small,Germany,No,1,148028
Machine Learning Engineer,16,High School,18,Media,Startup,USA,Yes,3,193155
Frontend Developer,5,Bachelor,1,Media,Small,Remote,Yes,0,94787
Software Engineer,5,High School,9,Finance,Enterprise,Australia,No,2,117555
Cybersecurity Analyst,3,Master,11,Media,Medium,Germany,Yes,5,144186
Cloud Engineer,15,Diploma,2,Government,Medium,Canada,Yes,3,173360
Backend Developer,5,Master,11,Technology,Large,Australia,Yes,0,128842
Data Scientist,1,Bachelor,17,Manufacturing,Large,Australia,Hybrid,3,131974
Backend Developer,7,Diploma,8,Telecom,Large,Sweden,Hybrid,4,129011
Frontend Developer,5,PhD,19,Consulting,Small,Remote,Hybrid,4,137410
Data Scientist,12,Bachelor,15,Manufacturing,Enterprise,Netherlands,No,5,175113
Data Scientist,12,High School,9,Healthcare,Medium,Netherlands,No,2,122811
AI Engineer,6,Diploma,10,Retail,Medium,Singapore,Hybrid,0,131421
Product Manager,8,High School,3,Manufacturing,Enterprise,Canada,Yes,2,178431
DevOps Engineer,2,PhD,13,Technology,Medium,USA,Hybrid,4,175482
Product Manager,3,Bachelor,9,Government,Small,USA,No,2,141048
Machine Learning Engineer,16,Bachelor,3,Consulting,Enterprise,India,Yes,4,139706
Cybersecurity Analyst,13,Bachelor,7,Finance,Large,Australia,No,5,157509
Backend Developer,0,Master,19,Retail,Large,Netherlands,Hybrid,0,122959
Machine Learning Engineer,15,PhD,1,Government,Enterprise,Netherlands,No,2,197953
AI Engineer,1,Bachelor,16,Manufacturing,Large,India,No,3,115774
Frontend Developer,15,PhD,14,Finance,Enterprise,India,Yes,5,137742
DevOps Engineer,10,Master,11,Telecom,Medium,Netherlands,Yes,3,154767
AI Engineer,8,High School,11,Retail,Large,Netherlands,No,0,146079
Machine Learning Engineer,20,Diploma,13,Media,Medium,Singapore,No,1,169820
Cloud Engineer,5,Master,1,Technology,Medium,Singapore,No,4,130199
AI Engineer,9,Master,11,Retail,Medium,Netherlands,No,0,160913
Data Analyst,7,Diploma,9,Finance,Medium,Australia,Hybrid,5,104957
Frontend Developer,0,Master,19,Government,Startup,Singapore,Hybrid,3,102504
Business Analyst,3,Diploma,2,Manufacturing,Startup,Germany,Yes,2,90045
Software Engineer,14,Diploma,9,Technology,Small,Canada,Yes,1,143876
Data Analyst,14,High School,3,Telecom,Enterprise,Canada,Yes,0,161099
Business Analyst,19,Bachelor,9,Healthcare,Large,Netherlands,No,2,142064
AI Engineer,8,Diploma,10,Healthcare,Startup,Germany,Hybrid,2,151721
Product Manager,6,PhD,14,Retail,Small,Remote,Hybrid,0,148536
Data Analyst,12,Bachelor,19,Technology,Small,Canada,No,5,144052
Machine Learning Engineer,1,High School,12,Media,Startup,Canada,Hybrid,0,121492
Data Scientist,13,Master,19,Retail,Startup,Australia,Yes,2,137605
Backend Developer,0,Diploma,6,Technology,Enterprise,India,Hybrid,5,83719
Product Manager,16,Master,10,Education,Medium,Netherlands,Hybrid,1,158425
Cybersecurity Analyst,1,Bachelor,7,Finance,Large,UK,Hybrid,1,134267
Data Analyst,6,High School,15,Media,Medium,Canada,No,5,113406
Data Analyst,10,Diploma,4,Media,Large,UK,Hybrid,5,128778
Software Engineer,7,PhD,13,Media,Startup,UK,No,0,143655
DevOps Engineer,9,High School,2,Telecom,Startup,Sweden,Hybrid,3,100127
AI Engineer,8,Diploma,11,Healthcare,Large,USA,No,4,204239
Backend Developer,17,High School,9,Government,Large,UK,No,0,160206
Cybersecurity Analyst,8,Bachelor,12,Retail,Large,Singapore,No,1,139668
Cloud Engineer,0,Diploma,4,Finance,Small,Remote,Hybrid,3,101717
DevOps Engineer,6,PhD,12,Education,Large,Sweden,No,4,166702
AI Engineer,12,High School,6,Government,Startup,Singapore,Hybrid,4,138369
Data Analyst,5,PhD,13,Telecom,Large,India,No,2,91633
Data Analyst,11,Master,11,Government,Small,Canada,Yes,2,139731
Cybersecurity Analyst,14,Master,5,Healthcare,Medium,Canada,Hybrid,0,186702
Cloud Engineer,9,High School,3,Education,Small,Remote,Hybrid,5,120400
Cloud Engineer,8,High School,5,Telecom,Small,Canada,No,2,128186
Machine Learning Engineer,20,Diploma,5,Consulting,Medium,Germany,No,3,178411
DevOps Engineer,17,PhD,11,Finance,Medium,Sweden,No,5,174182
Backend Developer,8,Diploma,17,Telecom,Small,Remote,No,3,119992
Product Manager,8,PhD,2,Manufacturing,Large,USA,Hybrid,2,212154
Backend Developer,16,Bachelor,2,Education,Large,Sweden,No,1,140646
Frontend Developer,1,Diploma,1,Telecom,Enterprise,India,Yes,0,63462
Business Analyst,8,PhD,11,Healthcare,Small,UK,Hybrid,4,148003
Cybersecurity Analyst,5,High School,2,Finance,Medium,Germany,Yes,3,115246
Data Analyst,1,PhD,9,Finance,Medium,UK,Yes,4,122341
AI Engineer,5,Master,5,Technology,Medium,Sweden,Yes,5,153901
Cloud Engineer,10,Master,9,Consulting,Large,Canada,Yes,3,203153
Cybersecurity Analyst,17,Bachelor,4,Media,Medium,Singapore,Hybrid,5,155107
Cloud Engineer,8,Master,17,Finance,Small,India,No,3,95993
Software Engineer,0,PhD,15,Media,Startup,UK,Yes,1,129132
Software Engineer,7,Master,3,Consulting,Medium,India,Yes,5,91677
Backend Developer,17,Master,19,Retail,Small,Sweden,Hybrid,2,152098
Data Scientist,18,PhD,5,Telecom,Enterprise,USA,No,2,266159
Business Analyst,19,PhD,4,Retail,Enterprise,Singapore,Hybrid,5,187400
Frontend Developer,11,Diploma,2,Telecom,Large,Australia,Yes,1,118887
DevOps Engineer,19,Master,15,Manufacturing,Small,Sweden,Yes,1,172754
Cloud Engineer,19,Master,11,Telecom,Enterprise,Remote,Hybrid,4,208542
Data Scientist,19,PhD,10,Government,Enterprise,Singapore,Hybrid,3,224932
Software Engineer,1,Diploma,18,Telecom,Large,Singapore,Hybrid,0,106140
Machine Learning Engineer,16,High School,7,Manufacturing,Enterprise,Remote,Hybrid,2,181303
Frontend Developer,3,High School,13,Healthcare,Small,Germany,No,0,97769
Product Manager,12,PhD,19,Finance,Startup,UK,No,3,183304
Cybersecurity Analyst,2,Bachelor,13,Telecom,Large,Canada,No,2,156687
DevOps Engineer,8,Bachelor,2,Technology,Medium,Netherlands,Yes,4,138272
Cloud Engineer,19,High School,9,Consulting,Startup,India,No,3,105438
Cybersecurity Analyst,11,Master,14,Media,Medium,Germany,Yes,1,171513
Business Analyst,5,Diploma,2,Manufacturing,Large,Netherlands,Hybrid,0,92278
DevOps Engineer,2,PhD,11,Consulting,Medium,USA,Hybrid,3,178851
Data Scientist,20,Master,9,Consulting,Small,India,Hybrid,4,107210
Cybersecurity Analyst,1,High School,2,Education,Enterprise,UK,Yes,1,135219
Business Analyst,17,PhD,11,Manufacturing,Small,Canada,No,5,175073
DevOps Engineer,7,Diploma,5,Retail,Startup,USA,Yes,5,142538
DevOps Engineer,8,Diploma,8,Technology,Medium,Netherlands,Hybrid,5,123848
Business Analyst,12,PhD,3,Education,Large,Sweden,Hybrid,3,143622
Data Analyst,15,Bachelor,6,Retail,Enterprise,Netherlands,Hybrid,0,128537
Data Scientist,1,High School,14,Media,Medium,USA,No,3,136014
Business Analyst,3,Master,8,Government,Startup,Canada,Yes,2,116476
Software Engineer,6,Diploma,1,Telecom,Small,Germany,Hybrid,0,105856
Cloud Engineer,12,Master,12,Retail,Medium,Canada,Yes,5,192159
Frontend Developer,7,PhD,14,Healthcare,Large,Canada,Hybrid,3,170513
Machine Learning Engineer,3,Master,14,Media,Large,India,Hybrid,1,101173
DevOps Engineer,4,Diploma,8,Media,Enterprise,UK,No,2,163027
Business Analyst,4,High School,2,Manufacturing,Medium,UK,Hybrid,3,89696
Business Analyst,18,Bachelor,7,Healthcare,Enterprise,Sweden,Yes,1,149618
Data Analyst,11,Diploma,5,Retail,Startup,Netherlands,No,5,94018
Data Scientist,19,PhD,6,Healthcare,Medium,Netherlands,Hybrid,4,178897
Software Engineer,19,Diploma,8,Manufacturing,Startup,India,No,1,88415
Backend Developer,4,High School,19,Retail,Startup,USA,Yes,2,132293
Data Analyst,6,Diploma,18,Education,Enterprise,Sweden,Hybrid,1,113139
Machine Learning Engineer,0,Diploma,1,Technology,Small,UK,Hybrid,2,117866
Data Scientist,15,PhD,14,Media,Enterprise,Canada,Hybrid,5,244799
AI Engineer,15,PhD,11,Government,Enterprise,India,Yes,1,153980
Cybersecurity Analyst,10,Master,19,Finance,Small,Netherlands,Yes,5,156188
Cybersecurity Analyst,13,Bachelor,9,Government,Medium,UK,No,4,169493
Software Engineer,5,Bachelor,3,Government,Enterprise,Germany,Yes,5,153656
Product Manager,6,Bachelor,11,Government,Small,Sweden,No,2,115228
Data Scientist,6,High School,19,Technology,Enterprise,USA,Hybrid,2,186656
Machine Learning Engineer,17,PhD,10,Government,Enterprise,Remote,No,2,222830
Cloud Engineer,17,Bachelor,1,Retail,Large,Netherlands,Yes,4,166002
Business Analyst,6,Diploma,9,Healthcare,Startup,India,Yes,1,61701
Product Manager,14,High School,8,Consulting,Large,USA,Yes,2,200574
